"","Ostan","gorooh","address","NoeKhanevar","TedadAza","SarparstJensiat","SarparstSen","SarparstSavad","SarparstTahsil","SarparstMadrak","SarparstFaaliat","SarparstZanashoyi","NahveTasarof","TedadOtagh","SatheZirbana","NoeEskelet","mashin","motor","docharkhe","radio","radiozabt","tv","tvrangi","video","computer","mobile","freezer","yakhchal","yakhchalfreezer","ojaghgaz","jarobarghi","lebasshoyi","khayati","panke","coolerabimoteharek","coolergazimoteharek","zarfshoyi","microfer","hichkodam","lolekeshiab","bargh","gazlolekeshi","telephone","internet","hamam","ashpazkhane","coolerabisabet","borodatmarkazi","hararatmarkazi","package","coolergazisabet","fazelabshahri","nsokhtpokhtpaz","nsokhtgarma","nsokhtabgarm","HazineKhoraki","HazineNoshidani","HazinePoshak","HazineMaskan","HazineLavazemKhanegi","HazineDarmani","HazineHamlonaghl","HazineErtebatat","HazineTafrihatFarhangi","HazineGhazaAmade","HazineKalaMotefaregheh","HazineKalaBadavam","Target"
"2257","lorestan","6",11505189014,1,3,1,36,"1","2","6",1,1,1,6,140,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,3786000,0,2200000,5e+06,3e+05,8420000,450000,680000,0,0,130000,0,49666666.6666667
"2258","lorestan","6",11503186314,1,5,1,35,"1","2","2",1,1,1,3,90,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,13660000,0,0,8430000,1690000,3e+05,2e+06,5e+05,0,0,870000,159055000,44571666.6666667
"2259","lorestan","6",11504188117,1,3,1,36,"1","2","2",1,1,1,3,90,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,11164000,2100000,0,5e+06,1140000,9e+05,3e+05,450000,3e+06,150000,1920000,0,114416666.666667
"2260","lorestan","6",11504188120,1,4,1,72,"1","2","1",3,1,1,4,130,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,4,14,24,13573000,0,1600000,8260000,2700000,5313000,1100000,780000,0,0,1870000,111460000,27360000
"2261","lorestan","6",11504188123,1,3,1,36,"1","2","6",1,1,6,4,160,2,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,4,14,24,5899500,0,3020000,8910000,1050000,1518000,4e+05,950000,70000,0,480000,39090000,2e+07
"2262","lorestan","6",11504188126,1,4,1,33,"1","2","7",1,1,1,4,150,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,4,14,24,6365000,0,0,8100000,470000,4e+05,1500000,7e+05,0,0,580000,50745000,15860000
"2263","lorestan","6",11504188129,1,3,1,33,"1","2","2",1,1,6,3,30,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,14007000,0,0,6760000,1650000,3979000,1100000,4e+05,1500000,9e+05,230000,104300000,2e+07
"2264","lorestan","6",11502185314,1,2,1,43,"1","2","3",1,1,4,3,80,3,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,8147500,0,0,6485000,1360000,0,3900000,450000,0,0,1150000,128660000,11483333.3333333
"2265","lorestan","6",11502185317,1,3,1,25,"1","2","3",1,1,6,3,50,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,986000,0,0,3e+06,250000,0,1900000,2e+05,0,0,320000,11740000,4181666.66666667
"2266","lorestan","6",11502185329,1,2,1,62,"2",NA,NA,3,1,1,5,130,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,4,14,24,9465000,0,0,5930000,1050000,1e+05,3e+05,270000,0,0,180000,22090000,180000
"2267","lorestan","6",11502185326,1,5,1,49,"2",NA,NA,1,1,1,3,75,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,4,14,24,8612000,0,0,6e+06,790000,2e+05,2200000,7e+05,0,0,770000,36825000,15316666.6666667
"2268","lorestan","6",11502185323,1,3,1,30,"1","2","6",1,1,6,3,80,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,4,14,24,7541000,0,4e+06,7100000,1160000,0,2e+05,530000,0,150000,1810000,42040000,23491666.6666667
"2269","lorestan","6",11506189429,1,4,1,47,"1","2","7",1,1,1,4,120,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,12680000,0,0,6100000,1130000,3050000,1800000,9e+05,0,0,240000,0,136026666.666667
"2270","lorestan","6",11506189417,1,5,1,56,"1","2","4",1,1,1,4,150,2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,4,14,24,8745000,0,0,5900000,0,5e+05,2300000,2e+06,0,0,2e+05,1087615000,84343333.3333333
"2271","lorestan","6",11506189414,1,2,1,71,"2",NA,NA,1,1,1,3,100,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,7480000,1500000,0,4130000,0,5e+05,3e+05,1e+05,0,0,50000,32150000,5500000
"2272","lorestan","6",11506189426,1,10,1,59,"1","2","2",1,1,1,4,110,3,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,17485000,0,250000,4900000,1450000,2400000,3e+06,1300000,0,0,1240000,602805000,162691666.666667
"2273","lorestan","6",11506189423,1,2,1,34,"1","2","7",1,1,1,4,140,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,10325000,0,4300000,5150000,360000,16500000,1e+06,520000,8e+05,0,9810000,230350000,66015000
"2274","lorestan","6",11506189420,1,7,1,60,"2",NA,NA,1,1,3,5,120,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,9225000,0,2e+05,10950000,1150000,3e+05,2450000,8e+05,0,0,760000,224325000,18441666.6666667
"2275","lorestan","6",11501184114,1,2,1,76,"2",NA,NA,3,1,6,4,80,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,3815000,0,0,4050000,450000,3e+06,1200000,0,0,0,3e+05,9979200,150000
"2276","lorestan","6",11501184123,1,3,1,36,"1","2","4",1,1,1,4,82,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,7095000,0,0,4150000,710000,150000,1500000,2e+05,0,0,1100000,71530000,10150000
"2277","lorestan","6",11501184129,1,5,1,48,"1","2","1",1,1,1,4,90,2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,15815000,0,0,7600000,970000,0,6e+05,9e+05,0,0,1300000,110710000,13633333.3333333
"2278","lorestan","6",11501184116,1,3,1,51,"1","2","1",3,1,1,4,82,2,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,14,24,6675000,4200000,0,4250000,1080000,0,5e+05,550000,0,0,450000,11604000,150000
"2279","lorestan","6",11501184120,1,3,1,28,"1","2","6",1,1,3,4,82,2,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,4,14,24,5060000,0,0,5540000,670000,0,2e+06,750000,0,8e+05,6e+05,176750000,21400000
"2280","lorestan","6",11502184517,1,3,1,66,"1","2","4",3,1,1,3,110,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,4,14,24,6625000,0,0,8530000,0,550000,2e+06,630000,0,0,350000,33802000,2e+05
"2281","lorestan","6",11502184529,1,3,1,31,"1","2","4",1,1,4,3,80,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,10320000,0,2300000,12050000,4490000,2280000,150000,6e+05,850000,0,150000,29590000,32333333.3333333
"2282","lorestan","6",11502184526,1,4,1,40,"1","2","4",1,1,1,3,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,4,14,24,3925000,0,0,7e+06,0,2e+05,2e+05,370000,0,0,0,84860000,9550000
"2283","lorestan","6",11502184514,1,4,1,61,"1","2","2",1,1,1,3,60,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,4,14,24,10590000,0,0,8750000,480000,5e+05,5e+05,850000,0,0,570000,166137000,46503333.3333333
"2284","lorestan","6",11510191914,1,5,1,45,"1","2","4",1,1,4,3,70,3,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,13330000,7600000,0,5600000,880000,1e+05,3200000,8e+05,0,0,1e+06,175340000,31225000
"2285","lorestan","6",11510191923,1,3,1,52,"1","2","4",3,1,1,4,150,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,10910000,0,180000,9710000,4200000,720000,1e+06,9e+05,0,0,1300000,0,46879166.6666667
"2286","lorestan","6",11510191929,1,5,1,66,"1","2","1",3,1,1,4,200,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,26245800,0,0,9690000,1975000,2e+05,0,1500000,0,0,1050000,317908000,31241666.6666667
"2287","lorestan","6",11510191920,1,5,1,41,"1","2","6",1,1,1,4,100,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,28780000,0,7600000,10187000,2e+05,5e+05,7850000,1050000,0,5e+05,980000,0,50166666.6666667
"2288","lorestan","6",11510191917,1,5,1,54,"1","2","1",1,1,1,4,100,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,7910000,1200000,0,10120000,1430000,420000,1e+05,3e+05,0,2e+05,560000,46575000,25406666.6666667
"2289","lorestan","6",11505188517,1,2,1,53,"1","2","1",1,3,6,5,200,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,5450000,1500000,0,7e+06,1310000,0,3e+05,350000,0,0,530000,121940000,15654166.6666667
"2290","lorestan","6",11503187217,1,4,1,41,"1","2","5",1,1,4,3,80,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,9369900,0,120000,11770000,4e+05,3704000,1600000,350000,0,0,3050000,126875000,16666666.6666667
"2291","lorestan","6",11505188523,1,4,1,36,"1","2","1",1,1,1,4,150,3,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,7745000,0,6e+05,7730000,280000,7950000,2950000,9e+05,0,0,350000,154825000,38283333.3333333
"2292","lorestan","6",11505188529,1,4,1,37,"1","2","5",1,1,4,4,100,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,7385000,1800000,0,14250000,1290000,1460000,6e+05,1300000,0,0,1710000,11815000,27091666.6666667
"2293","lorestan","6",11505188526,1,4,1,43,"1","2","4",1,1,4,4,100,3,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,9025000,0,0,11700000,1170000,4e+05,2e+05,1150000,0,0,1430000,94720000,426670000
"2294","lorestan","6",11503187229,1,3,1,32,"1","2","8",1,1,3,3,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,9827500,0,0,12910000,965000,0,1300000,8e+05,0,0,370000,0,20150000
"2295","lorestan","6",11503187214,1,5,1,48,"1","2","4",1,1,1,3,90,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,4,14,24,26539800,0,0,10050000,1415000,150000,1300000,7e+05,0,0,7e+05,185325000,47195833.3333333
"2296","lorestan","6",11503187220,1,4,1,32,"1","2","4",1,1,4,3,70,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,5644200,1200000,0,7500000,1370000,0,2100000,4e+05,0,0,1580000,47555000,21003333.3333333
"2297","lorestan","6",11502184520,1,3,1,30,"1","2","2",1,1,3,4,60,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,4320000,0,0,9230000,395000,150000,3e+05,3e+05,0,0,80000,3080000,8333333.33333333
"2298","lorestan","6",11508191116,1,3,1,43,"1","2","5",1,1,1,4,100,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,10780000,0,2200000,8180000,1120000,1e+06,8e+05,250000,0,0,550000,46855000,10083333.3333333
"2299","lorestan","6",11510191926,1,1,2,78,"1","2","1",3,2,1,2,21,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,1566000,0,0,2e+06,240000,0,3e+05,1e+05,0,0,50000,7680000,6270833.33333333
"2300","lorestan","6",11506189916,1,4,1,54,"1","2","2",1,1,1,4,120,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,24665000,0,0,8280000,6e+05,3e+05,2200000,9e+05,0,0,660000,866535000,43916666.6666667
"2301","lorestan","6",11506189923,1,3,1,30,"1","2","4",1,1,3,4,90,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,4097500,0,0,7710000,1480000,1e+05,3e+05,450000,0,0,220000,13690000,19166666.6666667
"2302","lorestan","6",11506189929,1,4,2,50,"2",NA,NA,1,2,1,3,70,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,6840000,0,0,25450000,320000,120000,3e+05,450000,0,0,470000,41670000,9580000
"2303","lorestan","6",11506189926,1,3,1,44,"1","2","7",1,1,1,4,120,2,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,8787500,1680000,0,8100000,830000,3e+05,2500000,980000,0,0,7e+05,211595000,51166666.6666667
"2304","lorestan","6",11506189920,1,3,1,40,"1","2","5",1,1,3,4,110,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,6692500,0,2050000,9920000,720000,130000,5e+05,7e+05,0,0,340000,27375000,20833333.3333333
"2305","lorestan","6",11502184913,1,4,1,39,"1","2","4",1,1,1,4,120,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4,14,24,11050000,0,3e+05,1e+07,4e+05,4e+05,9e+05,8e+05,0,0,470000,53953000,6e+07
"2306","lorestan","6",11503185826,1,3,1,47,"1","2","1",1,1,1,4,100,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,9738500,0,5e+06,3e+06,1660000,1200000,2e+05,5e+05,0,0,310000,23285000,15958333.3333333
"2307","lorestan","6",11503185823,1,2,1,38,"1","2","4",1,1,1,3,130,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,9159000,0,0,3050000,1340000,7e+05,9e+05,350000,0,0,330000,25828776,28043333.3333333
"2308","lorestan","6",11503185814,1,2,1,84,"2",NA,NA,3,2,1,3,100,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,1965000,0,0,4e+06,260000,0,0,0,0,0,1e+05,228776,3778333.33333333
"2309","lorestan","6",11503185817,1,3,1,77,"2",NA,NA,3,1,1,4,100,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,9765000,0,0,4e+06,970000,0,4e+05,0,0,0,360000,309893164,74498333.3333333
"2310","lorestan","6",11503185829,1,3,1,34,"1","2","2",1,1,3,3,80,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,5918000,0,0,6120000,650000,0,0,250000,0,0,390000,16893164,13500000
"2311","lorestan","6",11503185820,1,4,1,68,"1","2","1",3,1,1,4,120,3,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,5839000,0,0,3420000,890000,0,3e+05,370000,0,0,5e+05,241957552,33118333.3333333
"2312","lorestan","6",11505188514,1,4,1,47,"1","2","4",1,1,1,5,150,3,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,4,14,24,7470000,0,6700000,9050000,1385000,0,2e+06,6e+05,0,0,470000,121636000,30253333.3333333
"2313","lorestan","6",11508191129,1,3,1,38,"1","2","4",1,1,1,2,30,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,3330000,0,0,8720000,630000,0,9e+05,3e+05,0,0,60000,30340000,7116666.66666667
"2314","lorestan","6",11508191123,1,3,1,35,"1","2","4",1,1,1,4,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4,14,24,4e+06,0,0,10580000,550000,0,6e+05,3e+05,0,0,580000,78445000,2650000
"2315","lorestan","6",11508191126,1,1,2,61,"1","2","1",3,2,1,5,120,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,9935000,0,0,11010000,940000,1e+06,3e+05,50000,0,0,4e+05,86640000,40833333.3333333
"2316","lorestan","6",11508191114,1,3,1,59,"1","2","2",1,1,3,5,130,3,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4,14,24,12747500,0,68150000,18292000,1100000,4e+05,4500000,1950000,0,0,2110000,1983360000,43659166.6666667
"2317","lorestan","6",11508191120,1,4,1,41,"1","2","4",1,1,1,3,125,2,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4,14,24,12825000,0,2500000,12650000,1650000,0,9e+05,1800000,0,0,3650000,104495000,34583333.3333333
"2318","lorestan","6",11503187223,1,4,1,44,"1","2","4",1,1,1,3,100,3,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,22835000,2100000,10200000,9740000,6590000,0,8e+05,1130000,0,0,8e+05,120850000,28291666.6666667
"2319","lorestan","6",11506189914,1,3,1,69,"2",NA,NA,3,1,1,4,140,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,7652500,5e+05,0,5450000,620000,2100000,1e+06,3e+05,0,0,110000,100400000,375000
"2320","lorestan","6",11502185320,1,2,2,71,"2",NA,NA,3,2,1,3,80,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,5728000,0,80000,4e+06,3e+05,0,5e+05,0,0,0,220000,85760000,3466666.66666667
"2321","lorestan","6",11504188114,1,5,1,42,"1","2","5",1,1,1,3,112,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,4,14,24,14290000,0,2e+05,9260000,1e+05,5e+05,1100000,1200000,0,0,910000,197510000,54360000
"2322","ilam","6",11605197417,1,5,1,46,"1","2","2",1,1,1,4,130,3,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,25149000,0,0,4799000,9930000,750000,4250000,9e+05,0,950000,1790000,214510000,65375000
"2323","ilam","6",11605197418,1,3,1,54,"1","2","1",1,1,1,4,120,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,4662000,0,6e+05,3726000,275000,1e+05,360000,2e+05,0,90000,185000,6209164,6035000
"2324","ilam","6",11605197420,1,3,1,51,"1","2","2",1,1,1,4,130,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,8433000,0,1250000,4462000,1410000,1300000,7e+05,4e+05,0,0,340000,45658776,11333333.3333333
"2325","ilam","6",11605197426,1,3,1,65,"2",NA,NA,1,1,1,4,160,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,4,14,24,10528000,0,750000,4557000,715000,2630000,450000,3e+05,0,0,3e+05,74903164,21208333.3333333
"2326","ilam","6",11605197423,1,4,1,53,"1","2","4",3,1,1,5,180,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,14425500,0,730000,4846000,5e+05,7e+05,3750000,650000,0,0,905000,935368776,3583333.33333333
"2327","ilam","6",11607199817,1,3,1,30,"1","2","1",1,1,3,3,80,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,7265000,0,0,5770000,520000,150000,3e+05,6e+05,0,0,1990000,4233164,15526666.6666667
"2328","ilam","6",11607199814,1,3,1,28,"1","2","5",1,1,3,4,120,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,10465000,0,0,5820000,1290000,3e+05,1e+06,9e+05,0,0,2940000,10750000,20600000
"2329","ilam","6",11601192520,1,2,1,27,"1","2","6",1,1,1,4,100,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,3996500,0,150000,4950000,850000,250000,3e+05,350000,0,0,490000,78280000,1.5e+07
"2330","ilam","6",11601192523,1,3,2,42,"1","2","1",3,2,1,4,80,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,10875500,0,2e+05,4410000,1030000,150000,1e+05,6e+05,0,0,370000,20104000,20376666.6666667
"2331","ilam","6",11601192514,1,3,1,84,"2",NA,NA,3,1,1,3,70,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,5388500,0,150000,4900000,1050000,250000,180000,3e+05,0,0,450000,8550000,7e+06
"2332","ilam","6",11601192518,1,4,1,66,"2",NA,NA,3,1,1,4,90,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,7008500,0,0,5510000,850000,350000,120000,650000,0,0,4e+05,7936500,19813333.3333333
"2333","ilam","6",11602195017,1,4,1,48,"1","2","5",1,1,1,3,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,7315000,0,2e+05,9400000,1440000,9e+05,3e+05,180000,20000,0,1050000,92300000,42678333.3333333
"2334","ilam","6",11602195023,1,4,1,42,"1","2","6",1,1,4,3,110,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,4,14,24,12185000,0,3e+05,12430000,1740000,8e+05,1250000,9e+05,0,0,810000,149337000,34606666.6666667
"2335","ilam","6",11602195014,1,4,1,42,"1","2","5",1,1,1,3,100,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,4,14,24,6485000,0,0,7560000,2e+05,1e+06,0,2e+05,0,0,270000,109065000,13418333.3333333
"2336","ilam","6",11602195020,1,5,1,54,"1","2","1",3,1,4,3,100,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,14,24,7750000,0,5e+05,10380000,1050000,7e+05,9e+05,6e+05,0,0,550000,23440000,16958333.3333333
